GRADUATION_YEAR;SCORE_NEM;GRADE_PERCENTILE;SCORE_RANKING;AVERAGE_MATH_LANG;GENDER;HOW_MANY_WORK;HOW_MANY_STUDY;INCOME_PERCENTILE;MOTHER_EDUCATION;FATHER_EDUCATION;PREVIOUS_ADMISSION;SCHOOL_TYPE;SCHOOL_DEPENDENCY;WORK;RURAL
2017;577;6;575;0.0;2;1;1;8;7;7;1;0;1;0;0
2018;485;9;486;0.0;2;1;1;3;7;7;0;1;1;0;0
2019;609;7;608;579.5;1;1;3;6;10;12;1;0;1;0;1
2018;706;2;750;633.0;1;1;1;9;10;10;1;0;1;0;0
2020;391;10;391;516.5;1;1;1;8;11;9;0;0;1;0;0
2018;391;9;400;404.5;2;1;1;1;6;6;0;0;1;0;0
2017;732;1;834;372.0;1;1;1;1;7;10;0;1;1;1;1
2018;555;7;554;505.5;2;1;1;3;5;5;0;0;0;0;0
2018;749;1;791;624.5;1;1;1;3;8;11;1;0;0;1;0
2020;421;9;421;320.0;1;1;1;1;5;7;0;0;0;0;0
2020;456;8;456;0.0;1;1;1;3;7;7;0;0;0;0;0
2017;519;4;528;400.0;2;1;1;1;5;7;0;1;0;0;0
2018;506;2;510;632.0;1;2;1;10;7;7;0;0;1;0;1
2017;571;2;595;437.0;1;1;1;8;5;6;1;1;0;0;0
2017;664;1;817;701.5;1;1;1;2;7;5;1;1;1;1;0
2017;555;3;559;0.0;2;2;1;2;9;7;0;0;0;0;0
2017;641;1;762;499.5;2;1;2;1;5;5;1;0;1;0;0
2017;775;1;793;706.0;1;2;1;4;11;10;0;0;1;0;0
2019;508;4;513;426.5;2;1;1;1;7;5;0;1;0;0;0
2017;332;9;352;0.0;2;1;1;1;5;4;0;1;1;0;1
2020;469;6;484;264.0;2;4;1;1;2;5;0;1;1;0;0
2017;753;2;850;545.5;2;1;1;1;5;5;1;0;1;0;1
2017;534;7;534;0.0;1;2;1;6;11;10;0;0;0;0;0
2019;609;3;621;0.0;2;1;1;1;5;5;0;0;1;0;0
2020;460;4;460;0.0;2;1;1;2;7;5;0;0;1;0;0
2020;384;8;384;0.0;1;1;1;2;1;1;0;0;1;1;0
2017;538;6;538;557.5;1;2;2;6;8;7;1;0;0;0;0
2019;426;9;430;576.0;1;1;1;6;9;9;0;0;1;0;0
2017;433;10;441;553.0;1;1;1;5;11;10;1;0;1;0;0
2020;345;7;345;0.0;1;1;1;3;7;7;0;0;1;0;0
2017;743;1;774;619.0;1;2;2;8;11;12;1;0;0;1;0
2017;456;10;457;0.0;1;1;1;1;5;9;0;0;0;0;0
2017;743;1;783;522.5;2;1;1;8;11;10;1;0;1;0;0
2018;437;7;442;541.0;2;1;1;1;5;5;1;0;1;0;1
2018;781;1;837;722.0;2;1;1;10;11;11;1;0;1;0;0
2018;428;9;434;390.0;2;1;1;5;6;6;1;1;1;0;1
2018;444;9;444;358.0;1;1;1;2;7;7;0;0;1;0;0
2019;513;6;516;568.5;1;1;1;3;11;12;0;0;1;0;0
2017;483;3;496;565.0;1;1;1;3;7;7;1;0;1;0;1
2018;592;6;596;395.0;2;1;1;2;9;9;0;0;0;0;0
2017;599;2;671;415.5;2;1;2;1;5;8;0;1;1;0;1
2018;453;5;458;511.5;2;1;1;9;9;10;0;0;0;0;0
2018;652;4;665;661.0;2;1;1;4;9;11;0;0;0;0;0
2018;771;1;794;731.0;2;1;1;1;7;7;0;0;1;0;0
2018;641;6;669;593.0;1;1;1;6;9;7;0;0;1;0;0
2018;555;6;554;472.0;1;2;1;8;5;8;0;0;1;1;0
2018;483;9;485;535.0;1;1;1;3;11;9;0;0;1;0;0
2020;403;10;404;0.0;1;1;1;3;7;9;0;0;1;1;0
2019;624;1;632;636.0;1;1;1;1;7;5;0;0;1;0;1
2018;506;6;506;374.5;2;1;1;1;5;5;0;0;1;0;0
2018;663;2;683;498.0;2;2;1;4;9;7;0;0;1;0;0
2018;567;5;599;0.0;2;1;1;6;4;5;0;1;0;1;0
2018;421;10;427;435.0;1;2;1;9;7;5;0;0;1;0;0
2019;523;6;523;452.5;1;1;1;1;11;11;0;0;1;0;1
2018;738;1;846;617.5;2;2;1;9;7;9;0;0;1;0;1
2018;556;3;633;440.5;2;1;1;6;5;6;0;1;0;0;1
2018;322;7;337;470.0;1;1;1;7;7;7;1;0;1;0;0
2018;534;4;540;0.0;2;1;1;1;5;5;0;0;1;0;1
2017;587;4;609;631.0;2;1;1;2;7;7;1;0;1;0;0
2017;653;2;739;511.5;2;1;1;3;10;7;1;1;1;0;0
2018;414;10;421;479.5;1;1;1;4;5;7;0;0;1;0;0
2018;497;6;499;527.0;1;1;1;2;5;7;0;1;1;0;1
2020;396;10;396;0.0;1;1;1;2;10;5;0;0;0;0;0
2019;513;6;513;474.0;2;1;1;4;7;9;0;0;1;0;1
2020;515;5;515;387.5;2;1;1;2;9;7;0;1;0;0;0
2020;609;3;660;402.5;1;1;1;5;5;7;0;0;1;0;1
2018;525;4;605;0.0;2;1;1;7;5;11;0;1;0;0;0
2020;653;2;705;377.5;1;1;1;8;5;5;0;1;1;0;1
2019;567;2;714;366.0;2;1;1;7;5;5;0;1;0;0;0
2020;544;5;557;518.5;1;1;1;5;7;8;0;0;1;0;1
2016;635;2;639;527.5;1;1;1;5;11;11;1;0;1;0;0
2020;506;6;507;497.5;1;3;1;9;5;5;0;0;1;1;1
2017;689;4;690;585.0;1;3;1;10;10;11;0;0;1;1;1
2019;464;4;466;492.5;2;1;1;1;9;9;0;0;0;1;0
2017;727;2;744;0.0;1;1;1;4;9;7;0;0;1;0;0
2017;807;1;850;699.5;2;1;1;10;11;12;1;0;1;0;1
2016;539;3;557;435.5;1;1;1;3;6;1;0;1;0;0;1
2016;631;4;652;612.0;1;2;1;6;7;10;1;0;1;0;1
2017;646;7;641;600.0;1;1;1;3;4;12;1;0;1;0;0
2017;538;4;539;548.0;1;3;1;8;10;11;0;0;0;1;1
2017;479;10;482;0.0;1;1;1;10;8;12;1;0;1;0;0
2018;506;7;506;459.5;2;4;1;7;7;5;0;0;1;0;0
2018;469;5;476;502.5;1;2;1;8;9;9;0;0;1;0;1
2018;460;10;462;0.0;1;1;1;1;6;10;1;0;1;0;1
2016;506;7;507;475.0;1;1;1;3;5;5;1;0;0;1;0
2019;609;2;638;0.0;1;1;1;1;10;10;0;0;1;0;0
2017;609;2;641;603.5;1;2;1;6;7;7;1;0;1;0;0
2018;490;8;491;388.5;2;2;2;10;10;10;1;0;1;0;0
2017;641;7;637;0.0;2;1;1;1;11;11;0;0;1;0;0
2017;377;8;394;464.5;2;1;1;1;5;7;0;0;1;0;1
2017;667;3;708;645.0;2;1;1;2;11;8;1;0;1;0;0
2018;421;10;427;0.0;1;1;1;1;11;11;0;0;1;0;0
2020;476;5;481;494.5;2;1;1;3;11;10;0;0;1;0;1
2017;587;6;585;537.5;2;1;1;1;9;11;0;0;1;1;0
2016;674;3;686;459.0;1;1;1;2;11;10;1;0;0;0;0
2017;467;9;472;454.5;1;2;1;2;9;11;1;0;1;0;0
2017;523;6;524;575.5;2;1;1;6;11;8;1;0;0;0;0
2017;824;2;835;699.5;1;1;3;9;11;11;1;0;1;0;0
2017;760;1;844;648.5;1;1;1;2;5;7;1;0;1;0;1
2020;419;8;419;396.5;1;1;1;2;7;7;0;0;1;0;1
2017;476;3;492;379.5;2;2;1;1;7;10;1;0;1;0;1
2018;501;9;502;489.5;1;1;1;7;5;5;0;0;1;0;0
2016;566;6;564;643.0;1;1;1;1;5;5;0;0;0;0;0
2020;439;10;439;0.0;2;1;1;2;5;5;0;1;1;0;1
2017;603;4;654;415.5;1;1;1;1;9;11;1;0;1;0;1
2019;414;5;418;369.0;1;1;1;5;7;7;0;0;1;0;1
2017;771;2;795;0.0;1;1;1;7;11;11;1;0;1;0;0
2018;577;4;594;475.5;1;1;1;8;5;10;0;0;0;0;1
2017;549;3;590;600.5;2;2;1;8;10;7;1;0;1;1;0
2019;513;7;513;462.5;1;2;1;6;5;6;0;0;0;0;0
2017;544;6;544;551.5;1;1;3;7;11;11;1;0;1;0;0
2018;577;5;575;556.5;1;1;1;1;10;7;1;0;1;1;0
2017;749;1;807;728.5;1;1;1;6;8;10;1;0;1;0;0
2018;641;1;672;444.0;2;1;1;1;7;7;1;0;1;0;0
2020;764;1;804;0.0;1;1;1;7;7;9;0;0;1;0;0
2017;391;10;404;556.5;1;1;2;4;7;8;1;0;1;0;0
2017;739;1;777;566.5;2;1;1;2;7;7;1;1;1;0;0
2018;625;2;682;429.0;1;1;3;6;7;11;0;1;1;0;0
2017;546;4;566;415.0;1;2;1;2;10;8;0;1;1;0;0
2018;453;5;480;439.0;2;2;1;10;11;7;0;0;1;0;1
2018;641;5;646;412.5;2;1;1;7;1;5;0;0;0;0;0
2017;668;1;730;562.0;1;1;3;3;7;7;1;1;1;0;0
2017;559;6;565;652.0;1;2;1;9;7;11;1;0;0;1;0
2017;721;1;758;629.0;2;1;1;3;7;10;0;0;0;0;0
2019;469;4;471;374.0;2;2;2;7;10;5;0;0;1;0;1
2019;430;6;433;0.0;2;1;2;6;10;11;0;0;1;0;1
2017;674;3;691;547.5;1;1;1;2;7;7;0;0;1;0;0
2017;534;6;534;487.0;1;1;1;4;8;11;1;0;1;0;0
2017;366;10;382;476.0;1;1;1;1;7;7;1;1;0;0;0
2017;555;5;554;716.5;1;2;2;1;11;11;1;0;1;0;0
2017;667;5;679;590.5;1;2;2;6;10;7;1;0;0;0;0
2017;523;9;523;527.0;1;1;1;1;7;8;1;0;0;0;1
2017;678;1;715;525.0;2;1;2;3;7;10;1;0;1;0;1
2017;556;6;567;654.0;1;1;1;8;8;7;1;1;1;0;0
2017;732;1;779;589.5;1;1;1;2;5;6;1;0;0;0;0
2019;391;10;397;404.0;2;1;1;1;10;10;0;0;0;0;0
2017;663;1;741;447.5;2;1;1;2;7;7;1;0;0;0;0
2017;426;10;435;516.0;2;1;1;10;7;11;1;0;1;0;0
2018;538;4;545;492.5;1;1;1;7;2;2;0;0;0;0;0
2020;315;6;315;0.0;1;1;1;1;7;9;0;0;1;0;0
2017;559;3;573;0.0;1;1;1;7;10;11;1;0;0;0;0
2017;544;6;544;605.0;2;1;2;3;9;10;1;0;1;0;1
2017;581;5;583;525.5;2;1;2;3;7;11;1;0;1;0;1
2017;732;1;832;0.0;2;1;1;7;7;7;0;1;1;1;0
2017;624;6;626;728.0;1;1;1;6;11;7;0;0;1;0;0
2019;556;2;561;395.0;1;1;1;2;8;11;0;0;1;0;1
2018;562;3;575;0.0;1;1;1;4;7;7;1;0;0;0;0
2017;678;2;705;636.5;2;1;2;2;7;10;1;0;1;0;0
2017;624;2;653;518.0;1;2;1;3;7;7;0;0;0;0;0
2018;444;8;448;449.5;1;1;1;7;7;7;0;0;0;0;1
2018;506;9;506;447.0;2;1;1;7;7;9;0;0;1;0;1
2017;570;4;575;418.5;2;1;1;3;10;7;1;0;0;0;0
2018;566;4;565;631.5;1;1;1;5;11;11;0;0;1;0;0
2017;515;4;532;497.0;2;1;1;4;4;8;0;1;1;0;0
2018;521;5;521;367.5;1;2;1;8;6;6;0;0;1;1;0
2017;449;9;455;516.5;1;1;1;10;11;12;0;0;1;0;1
2017;577;4;583;527.0;1;1;2;1;11;7;0;0;0;0;0
2017;534;5;534;553.0;2;1;1;1;6;11;0;0;0;0;0
2017;538;7;538;0.0;1;3;1;1;6;6;0;0;1;0;0
2017;609;4;621;0.0;2;1;2;2;7;7;1;0;1;0;0
2018;453;4;468;0.0;2;1;1;1;11;7;0;0;1;0;1
2017;663;3;684;0.0;2;1;1;3;7;5;1;0;1;0;1
2016;487;5;511;442.0;2;1;1;4;10;9;1;0;0;1;1
2017;587;4;586;0.0;2;1;3;1;10;7;1;0;0;0;0
2017;456;9;485;456.0;2;1;1;5;11;10;1;0;0;0;1
2017;513;9;513;0.0;1;2;2;9;11;12;1;0;1;0;0
2020;521;3;541;422.5;1;1;1;1;3;5;0;0;0;0;1
2017;456;10;461;527.0;2;1;2;2;6;6;1;0;1;0;0
2019;398;9;402;0.0;1;1;1;2;6;11;0;0;0;0;0
2017;467;9;472;318.0;1;1;1;1;7;7;1;0;1;0;0
2019;414;7;414;496.5;2;1;1;5;7;7;0;0;1;0;1
2018;603;3;611;428.0;2;2;1;5;7;7;0;0;0;0;0
2017;433;10;441;565.0;2;1;1;4;8;9;1;0;1;0;1
2017;652;3;667;542.5;2;1;1;3;10;10;1;0;1;0;1
2017;749;3;769;670.5;2;1;1;5;10;11;1;0;1;0;1
2017;483;7;486;644.0;1;1;1;3;11;11;1;0;0;0;0
2018;433;9;438;518.0;1;1;1;4;7;7;1;0;0;0;0
2017;620;4;648;0.0;2;1;1;1;10;10;1;0;1;1;0
2018;423;10;430;403.5;1;1;2;3;5;7;1;1;1;1;0
2017;696;2;724;599.0;1;1;1;8;9;7;0;1;1;1;0
2017;528;6;540;0.0;2;1;2;3;5;5;0;0;0;0;0
2018;515;5;515;487.0;1;1;1;2;7;9;0;0;1;0;0
2017;771;1;809;693.5;2;1;1;1;11;11;1;0;1;0;1
2017;657;1;682;542.5;2;1;1;2;5;5;1;1;1;0;0
2020;584;4;607;447.5;2;1;1;1;5;7;0;0;1;0;1
2017;620;4;627;449.5;2;1;1;3;10;5;1;0;0;0;0
2017;678;7;682;656.0;2;1;1;9;7;11;1;0;1;0;0
2017;456;10;461;653.0;2;1;1;8;7;7;1;0;1;0;0
2020;663;2;686;0.0;2;1;1;10;11;12;0;0;0;0;0
2017;699;5;725;742.5;1;1;2;10;11;12;1;0;1;1;1
2017;689;2;721;652.5;1;1;1;3;11;11;1;0;0;0;0
2018;449;10;453;400.5;1;1;1;1;9;5;1;0;1;0;0
2017;598;5;595;575.5;2;1;1;4;9;7;1;0;1;0;0
2017;426;8;435;463.5;1;1;1;5;10;7;1;0;0;0;0
2019;354;9;361;326.5;2;1;1;3;10;7;0;0;1;0;1
2017;771;1;799;686.0;2;1;1;3;8;10;1;0;1;0;0
2018;722;1;828;527.0;1;2;1;8;5;5;0;0;1;0;0
2017;620;5;630;547.5;2;1;1;6;7;5;1;0;0;0;0
2017;717;1;753;592.0;2;1;1;1;10;11;1;0;0;0;0
2018;546;8;553;439.0;2;1;1;1;5;5;0;1;1;0;0
2017;667;1;702;496.5;1;1;2;3;9;1;1;0;0;0;0
2017;664;2;715;447.0;2;1;1;5;8;7;0;1;0;0;0
2019;646;1;734;377.0;1;1;1;3;7;5;0;0;0;0;0
2017;539;5;540;489.5;2;1;1;3;9;9;1;1;1;0;0
2017;534;10;549;0.0;2;1;1;4;8;7;1;0;1;0;0
2017;506;2;508;499.0;2;1;2;3;11;11;0;0;1;0;1
2020;414;7;415;465.0;2;1;1;1;11;7;0;0;1;0;1
2017;626;1;628;641.0;2;2;2;7;12;7;1;0;1;1;0
2018;624;4;631;412.0;2;1;2;4;11;12;0;0;1;0;0
2017;549;7;548;444.0;2;1;1;6;7;7;1;0;1;0;0
2018;613;3;630;546.5;1;1;2;1;5;11;1;0;0;0;0
2017;678;3;720;500.5;2;1;1;1;7;7;1;0;1;0;0
2017;631;1;675;379.5;2;1;1;1;10;5;1;1;1;0;0
2018;732;1;847;0.0;2;1;2;1;7;12;0;0;1;0;1
2017;423;8;427;0.0;1;1;1;2;5;4;0;1;1;0;0
2017;674;2;749;597.5;2;2;1;7;7;7;1;0;0;1;0
2017;652;3;681;595.5;2;1;1;1;11;7;1;0;1;0;1
2018;444;8;448;0.0;2;2;1;10;11;11;1;0;1;0;0
2017;732;1;833;711.0;1;1;1;9;11;11;1;0;1;0;1
2017;525;6;525;670.0;1;1;1;8;9;7;1;1;1;1;0
2018;467;9;470;0.0;2;1;1;1;7;7;0;0;1;0;0
2017;749;1;782;0.0;2;2;1;2;10;10;1;0;1;1;1
2017;444;10;451;561.5;2;1;1;2;10;7;1;0;1;1;1
2018;535;4;541;0.0;1;1;1;5;7;7;1;0;1;0;0
2019;426;5;433;0.0;1;2;1;7;5;7;0;0;1;0;1
2018;490;9;491;0.0;1;1;1;7;8;7;1;0;1;0;0
2017;667;4;677;0.0;1;1;1;10;12;11;1;0;1;0;1
2020;571;5;684;459.5;2;1;1;3;7;5;0;1;1;0;0
2017;519;6;519;518.5;2;1;1;4;5;5;1;1;1;0;1
2018;495;9;495;0.0;2;1;1;5;10;11;0;0;1;0;0
2017;760;1;777;699.5;2;2;1;10;11;12;1;0;1;0;0
2017;710;2;740;626.5;2;3;2;5;10;10;1;0;1;0;0
2019;479;10;480;547.5;1;1;1;2;7;10;1;0;1;0;1
2017;571;5;587;0.0;1;2;1;1;6;6;0;1;1;0;0
2019;523;10;523;366.0;2;1;1;3;7;9;0;0;1;0;1
2017;517;6;517;509.5;2;1;1;3;7;7;1;0;0;0;0
2018;462;8;466;327.0;2;1;1;5;4;5;0;1;1;0;0
2017;506;10;507;0.0;1;1;1;6;10;10;1;0;0;0;1
2018;453;8;458;421.0;2;1;1;10;10;10;0;0;1;0;0
2020;458;8;458;0.0;1;1;1;3;7;7;0;1;0;0;0
2019;377;10;377;0.0;1;1;1;8;11;12;0;0;1;1;1
2017;476;3;487;461.5;2;1;1;6;4;10;1;0;1;0;0
2018;479;9;481;494.5;1;1;1;3;7;7;0;0;1;0;1
2019;549;4;562;0.0;2;1;1;1;11;7;0;0;0;0;1
2019;451;9;453;507.5;2;1;1;4;9;9;0;1;0;0;0
2017;549;3;569;600.0;1;1;2;3;8;5;0;0;0;1;0
2017;760;1;799;669.5;1;2;1;6;10;9;1;0;1;0;0
2017;462;9;476;506.5;2;1;1;2;10;7;1;1;1;0;0
2017;695;2;727;0.0;1;1;1;3;9;7;1;0;1;0;1
2017;384;6;400;0.0;2;1;1;1;6;6;1;0;1;0;1
2020;419;7;419;0.0;1;1;2;3;7;7;0;0;0;0;0
2020;599;2;655;579.5;2;1;1;6;5;5;0;0;0;0;1
2017;624;5;644;460.0;1;1;1;7;9;11;0;0;1;0;0
2017;479;6;482;452.5;2;1;1;3;7;7;1;0;0;0;0
2019;467;8;469;358.0;2;1;1;9;7;10;0;0;0;0;1
2017;732;7;723;687.5;1;2;1;9;12;11;1;0;1;0;0
2017;699;1;771;0.0;1;2;1;5;8;10;1;0;1;0;0
2018;603;1;620;631.0;1;1;1;5;11;7;0;0;0;0;1
2018;535;1;583;430.5;2;1;1;3;8;7;1;0;0;0;1
2018;467;10;470;410.0;1;1;1;3;7;7;0;0;1;0;1
2018;513;6;513;537.0;2;1;1;9;10;7;1;0;1;0;1
2017;559;3;576;646.0;1;1;3;8;11;10;1;0;1;0;0
2018;732;1;769;697.5;1;1;2;4;7;8;1;0;1;0;0
2019;449;9;451;365.0;2;1;1;5;5;4;0;0;0;0;0
2018;492;4;494;0.0;1;1;1;10;4;7;0;0;1;0;1
2018;476;5;489;0.0;2;1;1;2;4;5;0;0;1;0;1
2020;566;4;672;252.5;1;1;1;2;7;11;0;0;0;0;0
2018;467;7;470;487.5;2;1;2;1;4;6;0;0;1;0;0
2017;577;7;575;695.0;1;1;2;10;11;11;1;0;1;0;1
2017;437;8;437;0.0;1;1;1;9;7;6;0;0;0;0;0
2018;495;9;495;547.5;2;2;1;7;8;9;1;0;1;0;0
2018;467;10;470;448.5;1;1;1;4;11;11;1;0;1;0;1
2017;706;3;711;723.0;1;1;1;10;11;12;1;0;1;0;0
2019;378;10;383;460.0;2;1;2;4;8;8;0;1;1;0;0
2019;635;7;691;452.5;1;1;1;7;11;11;0;0;1;0;1
2018;483;8;485;508.0;1;2;1;9;11;11;0;0;1;0;0
2017;444;8;451;430.5;2;1;2;9;10;8;0;0;1;0;1
2019;590;1;641;420.0;2;1;1;10;11;10;0;0;1;0;1
2017;786;1;806;747.0;2;1;1;9;9;11;0;0;1;0;0
2017;781;2;804;675.0;2;2;1;8;11;11;1;0;1;0;0
2017;824;2;835;0.0;2;1;2;1;11;11;1;0;1;0;0
2017;446;9;451;0.0;1;1;1;3;7;9;1;1;1;1;0
2018;656;5;657;646.0;2;1;1;8;10;4;1;0;1;0;0
2020;414;5;414;0.0;2;1;1;8;7;7;0;0;1;0;1
2020;567;6;567;379.0;2;1;1;3;5;5;0;1;1;0;0
2019;506;10;506;562.0;1;1;2;1;7;11;0;0;1;0;0
2017;786;1;850;719.0;2;1;1;10;11;12;1;0;1;0;0
2017;792;4;798;0.0;2;2;1;8;11;11;1;0;1;0;0
2018;472;7;474;507.5;1;2;1;7;10;10;0;0;1;0;1
2019;534;9;534;471.5;1;1;1;5;4;4;0;0;1;1;0
2017;570;6;581;0.0;1;1;3;1;7;9;0;0;1;0;0
2017;544;6;544;0.0;2;1;1;1;11;9;1;0;1;0;0
2018;345;9;352;484.5;1;1;3;2;8;6;1;0;0;0;0
2017;495;9;496;502.0;1;2;1;10;12;7;1;0;1;0;0
2018;472;10;473;593.0;1;1;1;9;11;11;0;0;1;0;1
2017;689;3;726;673.5;2;1;1;5;10;10;1;0;1;0;1
2017;738;1;822;0.0;2;1;2;1;7;7;0;0;1;0;0
2017;577;6;575;620.0;1;1;1;6;11;9;1;0;1;0;0
2017;506;8;507;519.0;2;1;1;2;5;8;1;0;0;0;0
2017;495;6;496;504.0;2;1;1;1;7;7;0;0;0;0;1
2018;549;7;548;590.0;1;1;1;10;11;12;1;0;1;0;1
2017;764;1;795;0.0;2;1;1;1;8;7;0;0;1;0;0
2017;663;3;683;565.0;2;1;1;6;7;7;1;0;1;0;1
2017;513;6;513;0.0;1;1;1;10;10;11;0;0;1;0;0
2019;483;9;484;0.0;1;2;1;1;11;7;0;0;1;0;0
2018;469;9;472;548.0;2;1;1;5;7;7;1;1;1;0;1
2017;587;4;606;613.0;2;2;2;6;8;11;1;0;1;0;0
2018;658;2;761;484.5;2;1;1;5;7;11;0;0;1;0;0
2019;610;4;630;488.5;1;2;1;5;6;6;0;1;1;0;0
2017;460;9;466;532.5;2;1;1;6;11;11;1;0;1;0;0
2016;631;5;630;554.5;2;1;1;1;11;11;1;0;0;0;1
2019;529;5;547;384.5;2;1;1;3;9;5;0;1;0;0;1
2020;529;6;544;0.0;1;1;1;4;7;7;0;1;0;0;1
2016;469;7;474;518.5;1;1;1;1;8;7;0;1;1;0;1
2017;541;3;558;545.5;1;1;1;3;4;4;1;0;1;0;1
2020;664;1;796;531.0;1;1;1;4;10;10;0;1;0;0;0
2016;570;5;572;492.5;2;2;1;9;7;9;1;0;1;1;1
2018;472;8;480;411.5;2;1;1;7;7;7;0;0;0;1;0
2018;582;2;617;0.0;1;1;1;3;7;5;1;1;0;0;1
2019;550;4;573;483.5;1;1;2;1;9;7;1;1;0;0;0
2017;577;8;575;613.0;2;1;2;7;11;8;1;0;1;0;1
2020;510;7;510;319.0;1;1;1;2;5;5;0;0;0;0;0
2018;523;7;523;583.5;2;1;1;9;8;7;1;0;0;1;0
2020;453;5;478;0.0;1;1;3;8;7;10;0;0;1;0;1
2018;603;5;631;0.0;2;3;1;7;7;9;1;0;1;0;0
2020;539;6;550;0.0;1;4;1;9;4;8;0;1;0;1;0
2017;483;7;486;420.5;1;1;2;1;7;7;1;0;0;1;1
2017;449;10;455;0.0;1;1;1;1;7;7;1;0;1;0;0
2017;499;3;501;482.0;1;2;1;8;4;4;1;0;1;0;1
2017;581;3;850;494.5;2;1;1;4;5;9;0;0;1;0;0
2017;435;8;443;367.5;1;1;1;7;7;7;1;1;0;1;1
2017;364;10;375;373.5;1;1;1;3;5;7;1;0;1;0;1
2017;458;8;464;555.0;1;2;2;2;9;11;1;1;1;0;1
2017;529;3;563;322.5;2;1;1;3;7;7;0;1;0;0;0
2018;483;2;498;554.0;1;1;1;2;7;7;1;0;1;0;0
2018;469;4;476;452.5;2;1;1;5;10;7;0;0;0;0;0
2018;829;1;850;631.5;2;1;1;4;5;4;1;1;1;0;1
2018;550;3;573;594.0;1;1;1;2;7;7;1;1;0;0;1
2017;567;4;589;576.0;2;1;1;5;9;9;1;1;0;0;1
2018;476;6;491;342.5;2;1;1;4;5;7;0;0;0;0;0
2017;519;5;521;591.0;1;2;2;6;8;7;0;1;1;0;1
2018;534;9;534;0.0;2;1;1;5;9;9;1;0;0;0;1
2019;407;8;411;524.0;1;1;2;8;10;10;0;0;1;0;0
2017;451;8;459;499.5;2;2;1;6;5;1;1;1;1;0;0
2020;598;5;606;389.5;1;1;2;4;7;8;0;0;0;1;1
2017;513;7;513;582.0;2;2;1;10;10;11;1;0;0;0;1
2017;535;4;571;0.0;2;1;1;3;9;7;0;1;1;0;1
2018;469;7;498;487.5;2;1;1;1;7;7;0;1;0;0;1
2017;467;8;472;360.0;1;1;1;3;10;7;1;0;0;0;1
2018;414;8;424;415.0;2;1;1;5;7;10;1;0;0;1;1
2020;597;3;658;0.0;1;1;1;1;5;5;0;1;0;0;1
2017;410;8;420;0.0;2;1;1;2;8;8;0;0;1;0;0
2020;525;8;525;400.0;1;2;1;4;7;7;0;1;0;1;1
2020;515;6;515;0.0;1;1;1;4;9;10;0;1;0;0;1
2020;421;9;421;0.0;1;1;1;2;7;7;0;0;0;0;0
2017;667;1;689;533.0;1;1;1;3;7;7;0;0;0;0;0
2017;620;5;617;374.0;1;1;1;8;9;7;0;0;0;0;1
2017;625;2;644;532.5;2;1;3;9;6;6;1;1;0;0;0
2017;544;5;545;471.5;2;1;2;4;8;8;1;0;1;0;1
2018;407;6;415;465.0;1;1;1;9;9;7;0;0;1;0;1
2017;689;1;771;525.5;1;1;1;3;9;7;1;1;0;0;1
2017;641;4;642;445.0;2;1;1;3;7;7;1;0;0;0;1
2017;667;4;673;606.0;2;1;2;4;8;7;1;0;0;0;1
2020;541;2;555;0.0;2;1;1;1;5;4;0;0;0;0;0
2018;525;5;538;387.0;2;1;1;1;4;4;0;1;0;0;1
2020;594;3;607;0.0;2;2;1;2;7;5;0;0;0;0;1
2020;743;1;850;430.5;2;1;2;1;5;9;0;0;0;0;0
2018;451;8;455;0.0;1;1;1;1;6;4;0;1;0;1;1
2020;423;10;423;439.0;1;1;1;3;4;6;0;1;0;0;1
2018;407;6;415;380.0;2;3;1;8;9;9;0;0;1;1;1
2020;717;1;767;0.0;2;1;1;3;5;8;0;0;1;0;1
2020;460;9;460;380.0;2;1;1;1;7;11;0;0;1;0;1
2018;515;6;524;556.0;2;1;1;2;7;9;0;1;0;0;1
2019;426;9;429;439.0;1;1;2;8;7;7;0;0;1;0;1
2017;451;8;458;414.0;2;1;1;7;9;2;0;1;1;0;1
2017;549;5;709;484.5;2;1;1;5;10;7;1;0;1;0;0
2017;599;2;675;0.0;2;1;1;7;5;7;0;1;1;0;1
2020;689;1;774;499.5;2;1;1;1;7;10;0;0;0;0;1
2018;803;1;834;617.5;1;1;1;10;11;11;1;0;0;0;1
2020;625;2;680;374.5;2;1;1;5;9;9;0;1;0;0;1
2017;538;2;555;0.0;2;1;1;1;9;7;1;0;0;0;0
2017;609;3;621;573.0;2;1;2;4;11;11;1;0;0;0;1
2019;604;4;627;485.5;2;1;1;1;7;7;0;1;0;0;0
2020;430;8;430;358.0;2;3;1;2;5;7;0;0;0;0;1
2017;641;2;850;0.0;2;1;1;4;10;8;1;0;1;1;0
2019;499;6;499;415.0;2;1;2;3;7;7;0;0;0;0;1
2017;472;8;476;435.0;2;1;2;5;10;11;1;0;1;0;0
2019;467;9;469;0.0;2;1;1;6;11;9;1;0;1;0;1
2019;373;9;380;470.0;2;1;2;3;11;9;1;0;0;0;1
2019;449;7;451;467.0;2;1;1;1;1;1;0;0;1;0;1
2020;535;4;574;351.5;1;2;1;1;7;7;0;0;0;0;0
2020;657;2;708;392.0;1;1;1;3;8;1;0;1;1;0;0
2017;689;1;747;624.0;2;2;1;4;10;7;1;1;1;0;1
2017;490;5;493;308.5;2;2;1;7;7;5;1;0;0;1;1
