GRADUATION_YEAR;SCORE_NEM;AVERAGE_MATH_LANG;GENDER;HOW_MANY_WORK;HOW_MANY_STUDY;INCOME_PERCENTILE;MOTHER_EDUCATION;FATHER_EDUCATION;PREVIOUS_ADMISSION;SCHOOL_TYPE;SCHOOL_DEPENDENCY;WORK;RURAL
2018;410;0.0;2;1;1;2;7;7;1;0;0;0;0
2020;515;424.0;2;3;1;4;7;5;0;0;0;0;0
2020;582;366.5;2;3;1;2;4;4;0;1;1;0;0
2018;410;492.5;1;1;1;2;7;7;0;0;1;1;1
2017;699;515.0;1;1;1;1;4;4;1;0;0;1;0
2020;433;0.0;2;3;1;1;5;5;0;0;0;0;0
2017;437;0.0;2;1;1;6;10;7;1;0;1;0;1
2018;426;463.0;2;4;1;3;8;6;0;0;1;0;0
2018;590;562.5;2;1;1;3;7;7;0;0;0;1;1
2018;382;383.5;1;3;1;8;7;7;1;1;0;0;0
2020;476;0.0;1;1;1;3;7;7;0;0;1;1;1
2020;414;424.5;1;1;1;4;1;4;0;0;0;1;1
2020;508;426.0;1;1;1;8;7;4;0;1;0;0;0
2019;499;444.5;1;1;2;1;7;7;0;0;1;0;1
2018;717;0.0;1;1;1;4;8;8;1;0;0;0;1
2020;732;0.0;2;1;1;1;5;7;0;0;1;0;0
2020;562;465.0;2;1;1;1;5;4;0;0;0;0;0
2020;626;516.5;1;1;1;1;5;5;0;0;1;0;0
2018;387;526.0;2;1;1;8;9;7;0;0;1;0;1
2020;562;305.0;1;1;1;2;7;5;0;0;1;0;0
2017;624;662.5;2;1;1;2;7;7;1;0;1;0;1
2019;458;0.0;2;1;1;3;10;7;0;1;1;0;1
2018;559;535.5;1;1;1;3;4;4;1;0;0;0;1
2020;481;476.5;1;2;1;2;6;6;0;1;1;0;0
2018;531;353.5;1;1;1;9;5;5;0;0;1;1;1
2017;641;617.5;1;1;2;3;7;9;1;0;0;0;0
2017;504;558.5;2;1;1;4;5;5;0;1;1;1;0
2017;421;489.5;1;2;1;4;7;7;1;0;1;0;1
2018;739;0.0;2;1;1;1;7;10;0;1;0;0;1
2019;528;419.5;2;1;1;3;7;7;0;0;0;0;1
2020;417;394.0;1;2;1;4;9;5;0;1;0;0;1
2019;760;548.5;2;1;1;1;1;5;0;0;1;0;1
2019;544;344.5;1;1;1;3;9;7;0;0;0;0;1
2020;529;377.5;2;1;1;4;7;7;0;1;0;0;1
2018;495;461.5;1;1;1;1;7;5;0;0;0;0;0
2020;412;0.0;1;1;2;7;7;7;0;1;0;0;1
2020;456;0.0;1;1;1;1;5;5;0;0;0;0;1
2020;479;388.5;1;1;1;3;5;5;0;0;0;0;1
2020;501;501.5;1;1;1;6;7;7;0;0;0;0;1
2019;604;478.0;2;1;1;2;7;7;0;1;1;0;0
2019;656;581.0;1;2;1;5;11;7;0;0;1;0;0
2020;635;505.5;1;1;1;4;11;7;0;0;1;0;0
2020;764;526.5;2;2;1;8;10;10;0;0;0;0;1
2020;462;451.0;2;1;1;3;5;7;0;1;1;0;0
2020;674;383.0;1;2;1;3;7;5;0;1;1;0;0
2016;599;502.0;1;1;1;7;7;5;1;1;0;0;0
2016;474;468.0;2;1;1;8;7;5;1;1;0;0;0
2017;336;462.0;1;1;1;3;5;7;0;1;1;0;0
2016;663;554.0;1;3;3;5;4;9;1;0;0;0;0
2016;732;684.0;2;1;1;4;9;9;1;0;0;0;1
2017;391;502.5;1;2;4;6;9;11;0;0;1;0;1
2018;437;473.0;2;1;1;1;7;7;0;0;1;0;0
2020;775;422.0;2;1;1;1;5;1;0;0;0;0;0
2016;721;522.0;2;1;1;3;7;7;1;0;1;0;0
2016;631;400.0;2;1;1;7;8;8;1;0;1;0;0
2016;382;459.5;1;1;1;2;7;7;1;1;1;0;0
2018;433;348.0;1;3;1;10;11;6;0;0;1;0;0
2016;544;537.0;2;1;1;2;7;11;0;0;1;0;1
2018;449;439.0;2;2;1;7;5;7;0;0;0;1;0
2017;479;0.0;2;1;2;3;7;7;1;0;1;0;0
2016;538;470.0;2;1;2;1;9;10;1;0;0;0;0
2018;544;0.0;2;1;1;1;10;8;0;0;1;0;0
2016;587;395.5;2;1;1;2;6;6;1;0;0;0;0
2017;695;0.0;2;1;1;3;11;11;1;0;1;0;0
2017;566;0.0;1;1;1;7;9;9;0;0;1;0;0
2017;743;575.5;2;1;1;3;5;5;1;0;0;0;0
2017;559;497.0;2;1;1;1;10;7;0;0;0;0;0
2017;538;446.0;1;1;1;2;9;9;0;0;0;1;0
2019;490;383.0;2;1;1;1;5;5;0;0;0;0;0
2018;490;508.0;2;1;1;8;5;5;0;0;1;0;1
2017;460;0.0;2;1;1;4;7;7;0;0;0;0;1
2017;361;0.0;1;1;1;1;7;7;0;0;1;0;0
2018;497;389.5;1;1;1;2;5;5;0;1;1;0;0
2017;508;0.0;1;1;1;1;5;5;0;1;0;1;0
2017;483;470.5;2;1;1;1;7;5;1;0;0;0;0
2017;647;527.5;1;1;1;9;9;9;1;1;1;1;0
2017;534;529.5;1;1;1;3;4;7;1;0;1;0;1
2020;696;482.5;2;1;1;8;7;8;0;0;0;0;0
2019;620;469.0;2;1;1;1;8;8;0;0;0;0;0
2018;555;603.5;1;1;2;2;7;7;1;0;0;0;0
2017;721;527.5;2;1;1;1;8;5;1;0;0;0;0
2018;624;499.5;2;1;1;3;8;7;0;0;1;0;0
2018;598;573.0;2;1;1;9;7;7;0;0;1;0;0
2017;620;0.0;1;1;1;4;7;7;1;0;1;0;0
2016;641;564.0;2;1;1;3;9;7;1;0;1;1;0
2018;515;442.5;1;1;1;1;7;1;0;1;1;0;0
2017;331;413.5;1;2;1;3;7;7;0;0;1;0;1
2016;652;0.0;2;1;1;1;9;11;1;0;1;0;1
2016;764;564.5;2;1;1;8;7;7;1;0;0;0;0
2016;684;0.0;1;1;1;1;7;9;1;0;1;0;0
2013;506;0.0;2;2;1;2;7;7;1;0;0;1;0
2017;621;0.0;1;1;1;7;5;6;0;1;1;1;1
2016;515;459.5;2;1;1;1;7;5;1;1;1;0;1
2018;433;522.0;1;2;1;5;7;9;0;0;1;1;1
2017;492;493.5;1;2;1;4;5;5;0;0;1;0;1
2017;400;0.0;2;1;1;4;11;10;1;0;1;0;1
2017;764;686.0;2;1;2;3;5;5;1;0;1;0;0
2020;412;0.0;2;1;1;1;5;5;0;1;0;0;0
2017;613;490.0;1;1;1;3;7;7;1;0;0;0;0
2018;581;414.0;1;1;1;4;5;4;1;0;0;0;0
2019;495;379.5;2;1;1;2;7;7;0;0;0;0;0
2016;567;472.0;1;1;1;4;7;7;1;1;1;0;1
2018;400;394.5;1;1;1;3;5;7;0;1;0;0;0
2017;587;0.0;1;3;1;9;7;7;0;0;0;1;0
2017;479;439.5;2;1;1;1;9;11;1;0;1;0;0
2020;430;0.0;2;1;1;2;10;5;0;0;1;1;1
2017;535;0.0;2;1;1;1;5;5;0;1;1;1;1
2017;555;539.5;2;1;1;1;7;7;1;0;1;0;0
2017;444;0.0;1;1;1;8;6;6;1;0;0;0;1
2016;549;522.0;2;1;1;1;7;9;1;0;0;0;0
2016;528;597.5;2;1;1;2;7;7;1;0;1;0;0
2018;538;425.0;1;1;3;10;9;9;1;0;0;0;1
2016;523;403.0;2;1;1;3;9;10;1;0;1;0;0
2016;570;0.0;1;1;2;8;11;11;1;0;1;0;1
2017;444;480.5;1;2;2;6;12;11;1;0;1;0;1
2017;567;537.5;1;1;2;4;4;5;0;1;0;0;1
2017;472;521.5;1;1;1;6;11;7;1;0;1;0;0
2016;581;598.0;2;1;1;4;5;5;1;0;0;0;0
2017;550;0.0;2;1;1;2;7;7;1;1;0;0;0
2017;749;578.5;2;1;1;7;7;7;1;0;1;0;0
2017;506;532.0;2;1;1;10;11;11;1;0;1;0;0
2016;603;462.0;2;1;1;5;7;7;1;0;0;0;0
2016;410;413.5;2;2;1;6;10;9;1;0;1;0;0
2017;366;572.0;1;1;1;1;7;11;1;1;1;0;0
2017;492;492.5;1;1;2;3;7;7;1;1;0;0;1
2020;460;504.5;1;1;2;4;7;12;0;0;1;0;0
2017;529;575.5;1;1;1;3;7;11;1;1;1;0;0
2018;410;0.0;2;1;1;5;6;6;0;0;1;0;0
2017;663;492.5;1;2;1;1;5;5;0;0;0;0;0
2019;616;0.0;2;1;1;1;7;7;0;0;0;0;1
2017;613;620.5;1;1;1;10;11;11;1;0;1;0;1
2017;437;523.5;2;1;2;4;11;10;1;0;1;0;0
2019;625;447.5;1;1;1;5;6;6;1;1;0;0;1
2017;567;434.0;2;1;1;1;9;9;0;1;0;0;0
2017;603;577.0;2;1;2;5;7;11;1;0;1;0;0
2017;474;440.0;1;1;1;5;10;10;0;1;1;0;0
2020;458;344.5;1;2;3;2;9;9;0;1;0;0;0
2017;435;0.0;2;1;1;3;9;7;0;1;1;0;0
2017;727;0.0;2;1;1;7;11;7;1;0;1;0;0
2017;710;476.0;2;1;1;5;7;10;1;0;0;0;0
2017;398;542.5;1;1;1;6;11;10;0;0;1;0;0
2018;348;383.0;2;1;1;1;6;6;0;1;1;1;1
2018;380;0.0;1;1;1;1;7;11;0;0;1;0;0
2017;541;379.0;1;1;1;3;5;4;0;0;1;1;0
2018;490;486.5;2;2;1;6;7;10;1;0;1;0;0
2017;517;0.0;2;1;1;1;7;7;1;0;0;0;1
2019;506;428.0;1;1;1;1;11;11;0;0;0;0;0
2017;513;0.0;2;1;2;9;10;10;1;0;1;0;0
2018;535;438.0;2;1;1;1;7;7;1;1;0;0;1
2017;587;452.0;2;1;1;2;5;7;1;0;1;0;0
2017;539;0.0;2;1;1;2;7;7;1;1;0;0;0
2019;710;0.0;2;2;2;9;11;11;0;0;1;0;1
2020;400;384.5;1;1;1;10;11;11;0;1;1;0;1
2020;417;0.0;1;2;1;2;4;4;0;1;0;0;0
2018;378;542.0;1;1;1;7;7;7;0;1;1;0;0
2019;412;470.0;2;1;1;2;7;7;0;1;1;0;0
2019;578;0.0;2;2;1;1;5;7;0;1;0;0;1
2020;652;472.5;2;1;1;4;6;5;0;0;1;0;0
2019;495;0.0;1;2;2;1;11;7;0;0;1;0;0
2017;814;739.0;1;1;1;10;11;12;1;0;1;0;1
2018;449;544.5;1;1;1;4;11;11;1;0;0;0;0
2018;539;0.0;2;1;1;1;7;7;0;1;1;0;0
2020;495;497.5;1;1;1;7;7;7;0;0;1;0;1
2018;613;640.5;1;1;1;10;7;11;0;0;1;0;1
2017;631;595.5;1;1;1;2;9;7;0;1;0;0;0
2016;515;463.0;2;1;1;6;9;9;1;1;1;0;0
2016;555;515.5;2;2;2;2;9;10;1;0;1;0;0
2017;497;0.0;1;1;1;1;7;7;0;1;1;0;0
2016;483;407.0;1;2;1;10;8;7;1;0;1;0;1
2016;449;0.0;1;1;2;1;7;8;1;0;0;0;0
2017;635;0.0;2;1;1;1;7;9;1;0;1;0;1
2017;549;0.0;1;1;1;1;10;9;1;0;1;1;1
2016;538;350.5;2;1;1;5;7;8;1;0;1;0;1
2016;559;510.0;2;1;1;5;6;8;1;0;0;0;0
2017;577;350.0;2;1;1;2;8;7;0;0;1;0;1
2016;544;541.0;2;2;1;7;8;6;1;0;1;1;0
2016;506;607.5;1;1;1;3;11;11;1;0;1;0;0
2016;446;469.0;1;1;2;4;8;7;1;1;1;1;0
2016;636;0.0;2;1;1;2;7;7;1;1;0;0;0
2020;453;0.0;2;1;1;2;5;7;0;0;1;0;1
2017;764;592.0;1;1;2;1;11;9;1;0;0;0;1
2018;345;0.0;1;1;1;1;11;11;0;0;1;0;1
2016;696;0.0;1;1;1;4;7;7;1;1;1;0;0
2016;646;587.0;2;1;2;4;11;9;1;0;0;0;0
2017;523;480.0;2;1;1;1;5;7;1;0;0;0;0
2016;501;444.5;2;1;1;2;5;7;0;0;0;1;0
2016;426;0.0;1;1;1;5;8;8;0;0;0;1;0
2016;446;446.0;2;1;1;4;5;7;1;1;0;0;1
2016;592;515.0;2;1;1;2;7;7;0;0;0;1;0
2016;515;489.0;1;1;1;4;7;9;1;1;1;0;0
2017;483;503.0;1;1;1;2;7;7;1;0;1;0;1
2016;456;0.0;2;1;1;9;8;8;1;0;0;0;1
2017;444;425.0;1;1;1;2;10;7;0;0;0;0;0
2016;485;361.5;1;1;1;5;7;7;1;1;0;0;0
2016;562;0.0;1;1;1;1;5;5;0;0;0;1;0
2020;492;413.0;1;1;1;8;5;5;0;0;0;0;1
2017;462;473.0;2;2;1;8;9;7;0;1;0;0;0
2016;609;565.5;1;2;2;10;11;11;1;0;1;0;0
2020;594;0.0;2;2;3;1;5;4;0;0;1;0;1
2016;417;475.0;1;1;1;7;7;7;1;1;1;1;0
2017;652;603.0;1;1;2;1;7;8;0;0;1;0;0
2017;552;359.0;1;1;2;6;11;5;1;0;1;0;0
2017;497;457.0;2;1;1;1;5;7;0;1;1;0;0
2016;508;547.0;1;1;1;3;7;9;1;1;1;0;0
2017;513;0.0;2;1;2;1;7;7;0;0;0;0;0
2017;458;384.0;2;1;1;1;6;6;1;1;1;0;0
2016;556;385.0;2;1;1;5;7;7;1;1;1;0;0
2016;567;0.0;1;1;1;6;10;7;1;1;1;1;0
2016;549;576.5;1;1;1;2;5;7;0;0;1;0;0
2017;641;537.5;1;1;1;4;7;7;0;0;1;0;1
2016;534;0.0;2;1;1;1;7;7;0;0;0;0;0
2017;567;620.0;1;1;1;4;7;7;1;1;1;0;1
2016;599;615.5;1;2;1;7;1;8;1;1;1;1;0
2017;444;454.5;2;1;1;4;7;7;0;0;0;0;0
2020;417;0.0;1;2;1;2;7;7;0;1;0;0;0
2016;474;513.5;1;1;1;3;7;7;1;1;1;0;0
2017;453;464.5;1;1;1;4;9;7;0;0;1;0;1
2017;621;475.0;2;1;1;1;7;7;0;1;0;0;0
2016;549;538.5;1;1;1;6;7;7;0;0;1;0;1
2018;546;409.5;2;1;1;5;8;7;0;1;1;0;0
2017;513;434.0;1;2;1;8;7;7;1;0;0;0;0
2017;513;550.0;1;1;1;4;8;9;1;0;1;0;0
2019;506;548.0;1;1;1;3;10;10;0;0;1;0;1
2017;497;427.5;1;1;1;1;9;9;0;1;0;0;0
2018;546;0.0;1;1;1;4;7;7;1;1;0;0;0
2017;631;0.0;1;1;1;1;11;7;1;0;1;0;0
2017;555;497.0;2;1;1;4;7;7;1;0;0;0;0
2018;555;396.5;2;2;1;4;8;8;0;0;1;1;1
2018;501;0.0;1;2;1;4;10;10;0;0;1;0;1
2018;700;522.5;1;1;1;1;10;8;1;0;1;0;1
2017;635;629.0;2;1;3;8;7;8;1;0;1;0;0
2017;483;0.0;2;2;2;8;8;5;0;0;0;0;1
2017;657;569.5;1;1;1;5;7;7;1;1;1;0;0
2017;523;537.5;2;1;1;7;7;7;0;0;1;0;0
2017;515;0.0;1;2;1;3;7;7;1;0;1;1;1
2020;462;0.0;1;1;1;4;9;7;0;1;0;1;0
2017;467;523.0;1;1;1;10;12;11;0;0;1;0;1
2017;570;0.0;2;2;1;4;9;5;0;0;1;0;1
2017;710;499.5;2;1;1;5;9;5;1;0;1;0;0
2018;531;536.5;1;1;2;6;11;11;1;0;1;0;1
2018;456;433.5;2;1;1;3;7;7;0;0;0;0;0
2017;414;396.0;2;1;1;3;7;7;0;0;0;0;0
2017;456;498.0;1;2;2;5;6;6;1;0;1;1;1
2017;598;514.5;1;1;1;4;11;11;1;0;1;0;1
2018;483;546.5;2;1;1;4;11;7;0;0;1;0;1
2018;492;0.0;2;1;1;3;7;5;0;1;1;0;0
2017;559;548.0;1;1;1;2;7;10;1;0;0;1;1
2017;577;594.5;2;1;1;3;7;7;1;0;1;0;1
2020;567;454.0;2;1;2;4;9;9;0;1;1;0;0
2018;525;347.0;2;1;1;3;9;10;1;1;1;0;0
2017;444;536.0;2;1;1;10;5;5;1;0;0;0;1
2019;479;422.5;2;1;1;5;7;7;0;0;1;0;0
2019;523;440.5;1;2;2;7;11;11;0;0;1;0;0
2017;642;372.0;1;1;1;2;5;7;1;1;0;0;0
2018;483;506.5;2;1;1;7;10;7;0;0;1;0;0
2017;426;0.0;1;2;1;5;7;7;1;0;1;0;0
2017;667;563.0;2;1;1;3;7;8;0;0;1;0;1
2018;460;427.0;2;1;2;1;5;7;1;0;0;0;1
2020;384;296.0;2;1;2;10;4;7;0;0;1;0;1
2017;695;612.5;1;1;1;4;7;5;1;0;1;1;0
2017;497;0.0;2;1;1;3;8;9;0;1;0;1;0
2018;483;423.5;2;1;1;8;5;7;1;0;1;0;1
2019;544;454.5;1;2;1;10;7;10;0;0;0;0;0
2019;421;480.5;1;1;1;1;9;7;0;0;1;0;1
2017;582;522.5;1;1;2;3;5;8;1;1;0;0;0
2017;555;530.0;2;1;1;1;10;8;1;0;0;0;0
2019;453;413.0;1;1;1;5;8;7;1;0;1;0;1
2017;513;478.0;2;1;1;9;7;8;1;0;1;0;1
2017;727;689.0;1;1;1;2;10;10;0;0;0;0;0
2017;679;573.0;2;2;1;6;6;5;1;1;0;0;0
2019;549;0.0;1;1;1;3;5;9;0;0;0;0;0
2017;548;426.5;2;1;1;9;7;7;1;0;0;0;0
2018;456;452.0;2;1;1;5;7;7;1;0;0;0;0
2019;590;520.0;1;2;1;3;11;10;0;0;1;0;1
2020;616;440.5;2;1;1;1;7;10;0;0;1;0;1
2020;407;0.0;1;1;1;5;5;5;0;0;1;1;1
2017;743;607.0;1;1;1;2;4;4;1;0;1;0;0
2020;529;319.5;2;1;1;1;7;7;0;1;0;0;0
2019;529;0.0;2;1;1;1;7;7;0;1;0;0;0
2020;492;311.5;2;1;1;4;5;5;0;1;0;0;0
2017;603;0.0;1;1;1;1;7;7;1;0;1;0;0
2020;414;319.0;1;1;1;4;7;7;0;0;1;0;0
2018;539;508.0;2;1;1;5;8;8;0;1;1;0;0
2017;556;480.5;2;1;1;4;7;7;0;1;1;1;0
2017;592;452.5;2;2;4;9;9;7;1;0;0;0;0
2020;497;0.0;2;1;1;4;5;7;0;1;1;0;0
2020;513;384.5;2;1;1;4;5;10;0;0;0;0;0
2017;582;594.5;1;2;1;3;5;7;0;1;1;1;1
2017;598;527.0;2;1;1;2;9;8;0;0;0;0;0
2020;425;0.0;2;1;1;1;7;5;0;0;0;0;0
2017;678;604.0;2;1;2;4;11;11;1;0;1;0;1
2020;485;0.0;1;2;1;8;5;7;0;1;0;0;0
2017;423;447.5;2;1;1;6;7;7;1;1;0;0;0
2016;510;0.0;2;2;1;1;7;7;0;0;0;1;1
2020;531;0.0;1;4;1;8;1;9;0;0;0;0;1
2016;497;508.0;2;1;1;1;5;5;1;1;1;0;1
2020;361;0.0;1;1;2;8;5;7;0;0;0;0;1
2020;476;0.0;1;1;1;1;7;7;0;0;0;0;1
2016;504;393.0;2;1;2;2;5;5;1;1;1;0;0
2016;485;554.0;1;1;1;4;9;9;0;1;0;0;0
2016;684;574.5;1;1;1;4;5;7;0;0;1;0;0
2016;506;0.0;2;1;1;9;7;9;1;0;0;0;0
2016;636;639.0;1;1;1;5;10;7;1;1;1;0;0
2016;456;517.0;1;2;2;5;10;10;1;0;0;0;0
2017;587;489.5;2;1;1;3;5;5;1;0;0;0;0
2016;581;0.0;2;1;1;6;5;5;1;0;1;0;1
2016;667;652.0;1;1;2;3;11;11;1;0;1;0;0
2020;380;0.0;1;1;1;1;5;5;0;0;0;0;0
2017;578;542.5;1;1;1;2;7;5;1;1;1;0;0
2017;490;424.0;2;1;1;3;5;5;0;0;0;0;0
2018;656;0.0;2;1;1;2;5;7;1;0;1;0;0
2017;437;0.0;2;1;1;1;7;7;0;0;1;0;0
2018;549;462.0;2;1;1;3;7;10;0;0;0;0;0
2017;678;619.0;2;1;1;2;5;7;1;0;0;0;0
2017;449;464.5;2;1;1;3;8;8;1;0;1;0;0
2017;414;465.5;2;1;1;5;5;10;1;0;0;0;0
2020;535;0.0;1;1;1;4;5;5;0;0;1;0;1
2017;479;666.5;2;1;1;8;11;7;1;0;0;0;0
2020;527;367.5;1;1;1;5;9;7;0;0;1;0;0
2018;456;440.0;1;1;1;6;6;10;1;0;0;0;0
2020;571;419.5;2;1;1;1;5;7;0;1;0;0;0
2016;497;0.0;2;1;1;1;3;3;1;1;0;0;0
2016;555;600.5;1;2;1;8;7;7;0;0;1;0;0
2017;525;468.0;2;1;1;5;7;5;1;1;1;0;0
2017;472;439.0;1;1;1;1;7;5;1;0;0;0;0
2017;631;454.5;2;1;1;1;7;5;1;0;1;0;1
2017;631;496.5;2;1;1;1;7;5;0;1;0;0;1
2018;462;461.5;1;1;1;2;6;7;0;1;1;0;0
2017;437;395.5;2;1;1;8;7;7;0;0;0;0;0
2016;446;564.0;1;1;1;3;1;1;1;0;1;0;0
2017;663;521.5;2;1;1;8;5;7;0;0;0;0;0
2019;446;436.5;1;2;1;1;10;7;1;0;0;0;0
2019;412;398.5;1;1;1;4;11;5;0;1;1;0;0
2017;492;482.0;1;2;1;1;10;7;1;1;0;1;1
2017;414;459.5;1;1;1;2;7;7;0;0;1;0;1
2017;631;0.0;2;1;1;3;7;7;0;0;1;0;1
2020;658;606.0;1;1;1;2;9;7;0;0;1;0;1
2018;513;442.0;1;1;2;7;11;10;1;0;1;1;1
2016;555;0.0;1;1;1;2;10;9;1;0;0;1;0
2016;534;0.0;1;2;2;9;9;9;1;0;1;1;1
2016;592;631.0;1;1;1;8;7;7;1;0;1;0;1
2018;528;0.0;1;2;1;1;11;10;0;0;1;0;1
2016;483;543.0;1;1;1;8;10;10;1;0;1;0;1
2016;620;0.0;2;1;1;4;8;7;1;0;0;0;1
2017;592;503.0;1;1;2;4;7;11;1;0;1;1;1
2016;570;517.0;2;1;1;5;6;6;0;0;1;1;1
2017;449;517.5;2;2;3;4;9;10;0;0;1;0;0
2018;506;0.0;1;1;3;9;9;11;0;0;1;0;0
2018;322;438.0;1;3;1;9;7;7;0;0;1;0;1
2016;577;619.0;2;1;1;3;12;11;1;0;1;1;1
2018;389;531.0;1;1;1;8;8;10;0;1;1;1;0
2017;582;0.0;2;2;1;1;9;11;0;1;0;0;0
2020;483;344.5;2;1;1;8;4;5;0;0;1;0;0
2017;549;681.0;1;1;1;3;8;11;1;0;0;0;0
2017;581;600.5;1;1;1;6;6;9;1;0;1;0;1
2016;592;655.0;2;1;1;2;11;11;1;0;1;0;0
2016;738;0.0;2;1;1;6;11;7;1;0;1;0;1
2017;391;563.0;1;1;1;6;8;9;1;0;1;0;0
2017;433;506.0;1;4;1;4;4;4;1;0;1;0;0
2017;513;553.0;2;1;1;7;11;11;1;0;1;0;0
2016;472;0.0;2;1;1;1;7;8;1;0;1;0;0
2016;559;0.0;1;3;1;10;12;7;1;0;1;1;1
2017;684;0.0;1;1;2;8;7;10;1;0;1;0;1
2017;472;633.5;1;2;1;7;7;7;1;0;1;0;0
2019;437;353.0;1;1;1;3;7;7;0;0;1;0;0
2017;506;0.0;1;1;1;6;7;10;1;0;1;0;1
2017;433;0.0;2;1;1;6;9;7;1;0;1;0;0
2019;453;434.0;2;1;1;5;11;8;0;0;1;0;0
2020;598;413.0;1;2;1;6;7;7;0;0;1;0;0
2018;458;394.5;2;2;1;8;11;11;0;1;0;0;0
2020;515;0.0;2;2;1;9;10;9;0;0;1;0;0
2017;479;0.0;1;3;1;9;7;9;0;0;1;1;1
2020;566;267.0;2;1;1;1;7;7;0;0;0;0;1
2017;398;0.0;1;1;1;8;5;7;0;0;1;1;0
2017;613;599.0;2;1;1;5;7;9;1;0;1;1;1
2018;550;577.0;1;1;1;9;5;6;0;1;1;1;1
2017;414;0.0;1;1;1;1;10;7;1;0;1;0;0
2020;499;0.0;2;1;1;8;9;7;0;0;0;0;1
2019;460;444.5;1;1;3;4;8;11;0;0;0;0;0
2017;684;598.0;1;2;1;9;7;11;1;0;1;0;0
2017;598;0.0;2;2;1;1;8;8;1;0;1;0;1
2017;546;0.0;1;1;1;2;6;10;1;1;1;0;0
2017;749;634.5;1;1;1;3;7;7;1;0;0;0;1
2017;439;0.0;1;1;1;7;7;7;0;1;1;0;0
2019;405;462.5;2;1;1;2;8;7;0;1;1;0;1
2017;592;563.0;2;1;1;3;7;9;0;0;1;0;0
2017;497;456.0;1;1;1;7;9;9;0;1;1;0;1
2019;589;470.5;1;1;1;4;7;7;0;1;1;0;0
2017;717;555.0;2;1;1;5;7;11;1;1;0;0;0
2019;469;544.5;1;1;1;10;7;11;0;0;1;0;0
2017;749;660.0;2;1;1;7;8;11;1;0;1;0;1
2017;570;0.0;2;1;1;1;9;7;1;0;0;0;0
2017;456;418.5;2;1;1;1;9;7;1;0;1;0;0
2017;380;459.0;2;1;1;3;10;11;1;0;1;0;0
2018;467;0.0;2;1;1;1;11;9;0;0;1;0;0
2017;753;723.0;2;1;2;3;10;11;1;0;1;0;1
2019;437;348.0;2;2;1;5;7;7;0;0;1;0;1
2019;513;405.5;1;2;1;3;11;7;0;0;0;1;1
2018;405;550.0;1;1;1;1;7;7;0;1;1;0;1
2017;414;348.0;1;1;1;1;10;7;1;0;0;0;1
2018;501;565.5;1;1;1;10;7;7;0;0;1;0;1
2019;683;0.0;1;1;1;1;11;9;0;0;0;0;0
2017;635;0.0;1;1;1;7;7;10;0;0;0;0;1
2017;513;0.0;1;1;1;8;6;6;0;0;1;0;1
2017;613;650.5;2;1;1;4;9;7;1;0;1;0;1
2018;760;0.0;1;1;1;1;11;11;0;0;1;0;1
2018;566;537.0;2;2;1;4;8;7;0;0;1;1;0
2017;727;619.0;2;1;1;8;7;12;1;0;1;0;0
2020;430;369.5;2;1;1;5;6;6;0;0;1;0;1
2018;476;452.5;1;1;1;4;7;7;0;0;1;0;1
2017;771;553.5;2;1;1;9;5;7;1;0;1;0;1
2018;437;0.0;1;2;1;10;10;10;1;0;1;0;0
2017;517;617.5;2;1;1;7;10;11;1;0;1;0;0
2017;515;503.0;2;2;1;7;10;10;0;1;1;1;0
2017;460;522.5;1;1;1;9;7;11;1;0;1;0;0
2017;732;631.0;1;2;1;9;12;11;1;0;1;0;1
2020;513;379.0;1;3;1;10;11;11;0;0;1;0;1
2018;446;489.0;2;2;1;6;8;8;0;0;1;1;0
2017;613;599.0;2;2;1;5;10;10;1;0;1;0;0
2017;598;0.0;2;4;1;9;9;11;0;0;0;0;0
2020;528;368.0;2;1;1;7;9;7;0;0;0;0;0
2017;684;415.0;1;1;2;1;7;7;0;0;0;0;1
2017;513;633.5;1;1;1;3;10;10;0;0;1;0;0
2017;538;429.5;1;3;1;9;10;7;1;0;1;0;1
2017;559;648.5;1;1;2;10;11;10;1;0;1;0;0
2019;587;463.0;1;1;1;3;7;7;0;0;0;0;0
2018;495;0.0;2;1;1;10;8;11;1;0;1;0;0
2018;508;358.5;2;1;1;3;9;7;0;1;1;0;0
2017;517;462.5;2;1;1;1;7;7;0;0;1;0;0
2017;403;0.0;2;1;1;2;10;7;1;0;1;0;0
2020;521;457.5;2;2;1;8;10;11;0;0;1;0;0
2018;581;0.0;1;1;1;6;9;7;0;0;1;0;1
2020;642;466.5;2;1;1;1;5;7;0;1;0;0;0
2019;446;537.5;2;1;1;7;5;9;0;1;0;0;1
2019;460;539.5;1;1;1;1;7;7;0;0;1;0;0
2020;663;412.5;2;1;1;1;7;7;0;0;1;0;1
2020;710;424.5;2;1;1;1;5;7;0;0;1;0;0
2018;469;0.0;1;1;1;6;10;11;1;1;0;0;0
2020;437;0.0;1;1;1;1;7;7;0;0;0;0;0
2017;738;650.0;1;3;1;9;11;11;1;0;1;0;0
2017;678;756.5;1;1;1;2;7;7;0;0;1;0;1
2017;534;588.0;2;1;1;6;7;11;1;0;1;0;0
2018;449;452.5;1;1;1;6;11;7;1;0;1;0;1
2017;624;0.0;1;2;1;1;11;7;0;0;1;1;1
2020;437;0.0;1;1;1;1;11;7;0;0;1;0;1
2019;338;0.0;1;1;1;5;10;11;0;0;1;0;0
