GRADUATION_YEAR;SCORE_NEM;AVERAGE_MATH_LANG;GENDER;HOW_MANY_WORK;HOW_MANY_STUDY;INCOME_PERCENTILE;MOTHER_EDUCATION;FATHER_EDUCATION;PREVIOUS_ADMISSION;SCHOOL_TYPE;SCHOOL_DEPENDENCY;WORK;RURAL
2020;653;437.5;1;1;1;1;7;7;0;1;1;0;0
2020;631;571.0;1;1;1;2;9;7;0;0;1;0;0
2019;456;519.5;1;2;1;3;5;5;1;0;1;0;0
2019;667;0.0;2;1;1;9;7;9;0;0;1;0;1
2020;528;561.5;1;1;1;2;7;9;0;0;1;0;0
2020;699;479.5;2;1;1;3;7;7;0;0;0;0;0
2019;515;0.0;1;1;1;8;7;7;0;1;0;0;1
2020;456;418.5;1;1;1;9;9;9;0;0;1;0;0
2020;501;413.5;2;1;1;2;7;7;0;0;1;0;0
2020;603;470.0;2;1;1;3;5;9;0;0;0;0;0
2020;593;348.0;2;1;1;2;5;5;0;1;1;0;0
2020;732;706.0;1;1;1;10;11;11;0;0;1;0;0
2020;727;667.0;1;1;2;9;11;12;0;0;1;0;1
2020;696;440.5;2;1;1;2;7;7;0;1;1;0;0
2019;555;663.0;1;1;2;2;10;10;1;0;1;0;0
2020;566;537.5;1;1;1;7;9;5;0;0;1;1;1
2019;796;644.5;2;1;1;4;11;11;0;0;1;0;1
2019;479;537.0;2;1;1;4;9;10;0;0;1;0;1
2019;566;348.0;2;1;1;2;10;9;0;0;0;0;0
2020;695;490.0;2;1;1;8;10;10;0;0;1;0;0
2019;449;466.5;2;1;1;2;7;9;0;0;1;0;0
2020;566;374.5;1;1;2;10;9;10;0;0;1;0;0
2020;451;389.5;1;2;2;1;5;7;0;1;1;0;1
2020;674;442.0;2;1;2;2;6;6;0;1;1;0;1
2020;657;0.0;2;1;1;3;7;7;0;1;1;0;1
2020;652;464.5;1;1;1;10;9;8;0;0;1;0;0
2019;603;656.0;1;1;1;3;8;8;0;0;0;0;1
2020;309;0.0;2;1;2;1;7;7;0;1;1;0;0
2019;544;542.5;1;1;1;8;11;7;0;0;0;0;1
2020;667;491.0;1;2;1;1;7;7;0;0;1;0;0
2020;792;753.0;2;2;1;9;12;11;0;0;1;0;0
2020;663;521.5;1;1;2;3;11;11;0;0;0;0;1
2020;570;501.5;2;1;1;10;12;7;0;0;1;0;0
2019;501;0.0;1;1;1;1;7;8;0;0;1;0;0
2020;544;385.5;1;1;1;7;6;6;0;0;0;0;1
2020;749;560.0;1;1;1;4;10;7;0;0;1;0;1
2020;641;464.5;2;1;3;2;8;8;0;0;1;0;0
2019;668;637.0;2;2;1;2;9;9;0;1;0;0;0
2020;598;632.0;1;2;2;9;11;12;0;0;1;0;0
2019;656;721.5;2;1;1;2;10;7;0;0;1;0;0
2020;460;510.0;1;2;1;8;7;7;0;0;0;0;0
2020;710;570.0;2;2;1;9;11;11;0;0;1;0;1
2020;555;427.0;1;1;1;6;8;8;0;0;1;0;1
2020;699;603.5;1;1;1;7;7;11;0;0;1;0;0
2020;534;565.0;2;3;2;6;11;11;0;0;1;0;0
2020;738;595.5;2;2;1;10;10;11;0;0;1;0;0
2020;497;475.5;2;1;1;6;8;8;0;1;0;0;0
2019;555;606.0;1;1;1;6;11;11;0;0;1;0;0
2020;753;584.0;1;1;1;10;12;12;0;0;1;0;0
2020;534;442.0;1;1;1;2;9;9;0;0;0;0;0
2019;474;492.5;1;1;1;5;5;7;0;1;1;0;1
2020;456;420.0;2;1;1;1;7;7;0;0;0;0;0
2019;760;586.0;2;1;1;4;9;9;0;0;0;0;1
2020;814;817.5;2;2;3;10;11;12;0;0;1;0;0
2020;641;629.0;1;2;2;8;11;11;0;0;1;0;0
2019;472;491.0;2;1;1;1;10;11;0;0;1;0;1
2020;577;524.0;2;1;1;7;11;9;0;0;1;0;0
2020;451;347.5;1;2;2;3;5;7;0;1;1;0;0
2020;616;0.0;1;2;1;1;7;7;0;0;0;1;0
2020;405;359.0;1;1;1;4;6;7;0;1;0;0;0
2020;613;566.0;1;1;1;7;11;9;0;0;1;0;0
2020;555;409.0;2;1;3;4;10;5;0;0;1;0;0
2019;544;341.5;2;1;1;3;11;7;0;0;0;0;0
2019;599;559.5;1;1;1;4;9;7;0;1;1;0;1
2020;678;583.5;2;1;1;6;11;10;0;0;1;0;1
2019;635;635.0;2;1;1;6;7;10;0;0;1;0;1
2020;508;0.0;1;1;1;1;5;7;0;1;0;0;0
2020;603;420.5;2;1;1;1;6;7;0;0;1;0;0
2019;495;390.0;2;1;1;3;7;7;0;0;0;0;1
2019;559;489.0;2;1;1;3;8;11;0;0;1;0;1
2020;501;467.0;2;2;2;6;8;8;0;0;1;0;0
2020;538;364.5;2;1;1;5;7;9;0;0;1;0;1
2019;460;444.5;2;1;1;3;7;11;0;0;1;0;0
2020;699;522.5;1;2;1;9;11;11;0;0;1;0;1
2019;460;583.0;1;1;1;5;11;7;0;0;0;0;1
2019;534;499.5;1;1;1;1;7;7;0;0;1;0;1
2020;599;434.0;2;1;1;2;5;5;0;1;0;0;0
2019;523;470.0;2;1;2;4;9;9;0;0;0;0;0
2020;603;460.0;1;1;1;1;11;9;0;0;0;0;1
2020;635;563.0;1;1;1;9;11;7;0;0;0;0;1
2019;535;587.5;1;1;1;3;7;7;0;1;1;0;1
2020;656;472.5;2;2;1;9;11;7;0;0;1;0;0
2020;508;449.5;1;1;2;1;4;5;0;1;0;0;0
2020;396;496.5;1;1;1;3;7;7;0;0;0;0;1
2019;495;478.0;2;1;1;10;10;10;0;0;1;0;1
2019;534;629.0;1;1;1;3;7;7;0;0;1;0;0
2020;433;557.0;1;1;1;3;7;11;0;0;0;0;1
2019;517;472.0;1;1;1;2;8;7;0;0;1;0;0
2019;684;634.0;1;1;1;9;8;11;0;0;1;0;0
2020;559;512.0;2;1;1;3;8;7;0;0;0;0;0
2020;656;543.5;1;1;3;6;12;7;0;0;1;0;0
2020;439;488.5;1;1;1;3;7;5;0;1;1;0;0
2020;490;417.5;1;3;2;8;10;11;0;0;1;0;0
2020;368;472.0;1;1;1;4;10;11;0;0;0;0;0
2020;490;0.0;2;1;1;1;5;5;0;0;1;0;1
2020;501;414.0;1;1;1;4;6;6;0;0;0;0;0
2019;674;0.0;1;1;1;1;5;9;0;0;1;0;0
2020;539;412.0;2;2;1;5;10;11;0;1;1;0;1
2020;577;467.0;1;2;1;2;7;7;0;0;1;0;0
2020;684;572.0;2;1;2;6;7;8;0;0;1;0;0
2019;598;593.0;1;2;2;9;11;11;0;0;1;0;1
2020;439;415.0;2;1;1;1;7;7;0;1;1;0;1
2020;495;0.0;1;3;1;3;4;4;0;0;1;0;0
2019;635;591.5;1;1;1;1;9;1;0;0;1;0;1
2019;620;514.0;2;1;1;3;8;11;0;0;1;0;0
2019;523;0.0;1;1;1;1;10;1;0;0;1;0;1
2020;338;0.0;2;1;1;1;5;7;0;0;1;0;1
2020;479;364.0;1;2;1;7;6;6;0;0;1;0;0
2020;495;456.0;1;1;1;1;7;5;0;0;1;0;1
2020;684;603.5;2;1;3;10;11;11;0;0;1;0;1
2020;706;592.0;1;2;1;8;9;11;0;0;1;0;0
2020;699;492.0;2;2;1;9;8;8;0;0;1;0;0
2020;753;531.0;2;1;1;10;11;11;0;0;0;0;0
2020;732;0.0;2;1;1;4;5;5;0;0;1;0;0
2019;467;469.0;2;1;1;8;10;7;0;0;1;0;0
2020;624;556.5;2;2;1;10;11;11;0;0;1;0;0
2020;603;512.0;2;1;2;10;11;12;0;0;1;0;0
2020;577;497.5;1;1;2;6;11;8;0;0;1;0;0
2019;646;533.0;2;1;2;1;10;7;1;0;0;0;0
2020;679;324.5;2;2;2;2;7;8;0;1;0;0;0
2020;483;415.0;2;1;1;1;7;8;0;0;1;0;0
2020;460;502.5;2;1;1;1;7;11;0;0;0;0;0
2020;495;0.0;1;1;1;1;7;8;0;0;0;0;0
2019;803;749.0;2;1;1;2;7;9;0;0;0;0;0
2019;508;429.0;2;1;1;1;4;4;0;1;0;0;0
2020;544;319.5;1;1;2;1;5;7;0;0;1;0;1
2020;706;597.0;2;1;1;8;8;8;0;0;1;0;0
2020;764;477.5;1;1;1;9;11;10;0;0;1;0;0
2020;534;497.0;2;1;1;7;11;7;0;0;1;0;0
2020;581;498.0;1;1;2;5;10;10;0;0;1;0;0
2020;786;723.0;2;2;1;10;11;11;0;0;1;0;1
2020;534;389.5;2;1;4;1;8;9;0;0;1;0;0
2020;523;466.5;1;1;1;4;9;9;0;0;1;0;0
2020;738;625.0;1;2;3;10;10;11;0;0;1;0;0
2020;528;547.5;1;2;2;9;8;8;0;0;1;0;0
2019;624;615.5;2;1;2;3;10;7;0;0;1;0;0
2020;555;523.0;2;1;1;8;10;11;0;0;1;0;0
2020;421;0.0;1;2;1;3;11;9;0;0;1;0;1
2020;613;519.0;2;1;1;5;7;5;0;0;1;0;0
2019;433;0.0;2;2;1;1;5;7;0;0;0;0;0
2019;657;371.5;1;1;1;1;9;9;0;1;0;0;1
2020;592;645.5;1;1;1;9;7;11;0;0;1;0;1
2020;462;369.0;1;1;1;8;5;5;0;1;1;0;0
2019;684;0.0;2;1;1;1;7;5;0;0;0;0;0
2020;421;0.0;2;1;1;1;7;7;0;0;1;0;0
2020;589;571.0;1;2;2;3;9;9;0;1;1;0;0
2019;631;541.0;2;1;1;4;9;7;0;0;0;0;0
2020;446;330.5;2;1;1;1;9;7;0;1;0;0;0
2020;689;658.5;1;1;1;10;11;11;0;0;1;0;0
2020;573;449.5;1;1;1;1;10;7;0;0;1;0;0
2020;738;640.0;2;2;4;10;11;11;0;0;1;0;0
2020;555;542.5;1;2;2;10;10;12;0;0;1;0;1
2020;674;640.0;1;2;1;10;11;11;0;0;1;0;1
2020;674;446.0;1;1;1;10;10;11;0;0;1;0;1
2020;428;369.0;1;1;2;6;7;7;0;1;1;0;0
2020;642;454.5;2;1;2;3;7;7;0;1;0;0;0
2020;775;624.5;2;1;3;6;10;10;0;0;1;0;1
2019;528;483.5;2;1;1;4;7;12;0;0;1;0;1
2019;472;0.0;2;1;1;9;11;10;0;0;1;0;1
2019;513;543.0;2;1;1;6;6;6;0;0;0;0;1
2020;792;676.0;2;2;1;10;11;11;0;0;1;0;0
2020;653;520.5;1;1;1;8;8;10;0;1;1;0;1
2020;435;360.5;1;1;1;8;7;5;0;1;1;0;0
2020;721;685.5;2;1;1;8;11;12;0;0;1;0;1
2020;570;475.0;1;1;1;7;11;11;0;0;1;0;1
2020;578;503.0;1;2;1;9;10;8;0;1;1;0;0
2019;689;667.5;1;1;1;4;8;8;0;0;0;0;1
2020;446;314.0;1;1;1;2;7;8;0;1;1;0;0
2020;456;487.5;1;1;1;1;11;10;0;0;1;0;0
2019;544;487.0;2;1;1;2;9;7;0;0;1;0;0
2020;592;472.0;1;1;2;9;10;9;0;0;1;0;0
2020;527;0.0;1;1;3;1;5;9;0;0;1;0;0
2020;578;376.0;1;1;1;2;5;5;0;1;0;0;0
2019;695;659.0;1;1;1;9;9;12;1;0;1;0;1
2020;538;458.0;1;1;1;4;10;11;0;0;1;0;0
2019;653;496.5;2;1;1;8;7;7;0;1;0;0;0
2020;559;487.5;2;1;1;7;11;9;0;0;1;0;1
2020;437;369.5;1;1;1;5;7;7;0;0;1;0;0
2020;444;396.0;2;2;1;3;7;7;0;0;1;0;0
2020;732;661.0;2;2;1;9;11;11;0;0;1;0;1
2019;538;450.5;2;1;1;4;9;10;0;0;0;0;1
2019;624;688.0;1;1;1;1;7;8;0;0;1;0;0
2019;444;0.0;2;1;1;9;7;10;0;0;1;0;0
2020;467;0.0;2;1;1;5;4;4;0;0;0;0;0
2020;538;0.0;2;1;1;8;10;7;0;0;1;0;0
2019;534;0.0;2;1;1;1;4;10;0;0;0;0;0
2020;674;627.0;2;1;2;8;11;10;0;0;1;0;1
2020;717;499.5;2;1;1;9;10;11;0;0;1;0;1
2020;534;462.0;1;1;1;3;4;4;0;0;1;0;0
2020;538;365.0;2;1;1;1;7;5;0;0;0;0;1
2020;407;0.0;1;1;1;2;5;9;0;0;0;0;1
2020;490;390.0;1;1;2;3;11;10;0;0;1;0;0
2019;732;0.0;2;1;1;6;9;9;0;1;1;0;0
2020;667;434.5;2;1;1;9;10;7;0;0;1;1;0
2020;535;335.5;2;1;1;1;9;7;0;1;1;0;0
2019;577;0.0;2;4;1;10;11;11;0;0;1;0;0
2020;620;452.5;1;1;1;7;11;7;0;0;1;0;0
2020;663;738.0;1;2;1;9;11;11;0;0;1;0;0
2020;749;676.0;1;2;1;10;12;11;0;0;1;0;0
2020;531;359.5;2;1;1;7;11;11;0;0;1;0;0
2019;699;569.0;2;1;1;10;9;9;0;0;1;0;0
2019;534;420.5;2;1;1;2;5;8;0;0;1;0;0
2020;674;624.5;2;2;1;10;11;11;0;0;1;0;0
2020;706;670.5;1;1;2;1;11;12;0;0;1;0;1
2020;499;0.0;2;1;1;1;1;5;0;0;1;0;1
2019;577;524.0;1;1;1;9;7;7;0;0;1;0;0
2020;587;533.5;1;1;1;3;7;7;0;0;1;0;1
2020;492;353.0;1;1;1;5;10;10;0;0;0;0;0
2020;523;444.0;1;1;1;3;7;8;0;0;1;0;0
2020;786;642.5;2;2;1;9;11;11;0;0;1;0;0
2020;501;293.0;1;1;1;4;9;9;0;0;1;0;0
2020;571;0.0;2;1;1;1;9;5;0;1;1;0;0
2020;722;451.0;2;1;1;5;9;7;0;1;0;0;0
2019;641;497.0;2;1;1;2;8;7;0;0;1;0;1
2019;508;520.5;2;1;1;5;8;7;0;1;1;0;0
2019;663;608.0;2;1;3;10;11;11;0;0;1;0;0
2020;624;516.5;2;1;2;1;7;11;0;0;1;0;1
2019;599;468.0;2;1;1;8;7;8;0;1;1;0;0
2020;786;643.5;2;2;1;8;11;11;0;0;1;0;1
2020;437;388.0;1;1;2;8;7;7;0;0;0;0;0
2019;483;419.5;2;1;1;2;7;7;0;0;1;0;0
2019;539;425.0;2;1;1;5;7;7;1;1;0;0;1
2020;523;0.0;1;1;1;9;11;11;0;0;1;0;1
2019;517;0.0;2;1;1;1;10;11;0;0;1;0;1
2020;541;482.5;1;2;2;10;12;12;0;0;1;0;0
2019;807;704.0;2;1;2;6;10;7;1;0;1;0;1
2020;513;589.5;1;2;3;10;12;11;0;0;1;0;0
2020;732;510.0;1;1;1;1;5;4;0;0;1;0;1
2019;589;492.5;1;2;1;9;9;5;0;1;1;0;0
2020;663;439.0;2;1;2;9;11;11;0;0;1;0;0
2020;428;425.0;1;1;1;2;7;5;0;1;1;0;1
2019;699;727.5;1;2;1;9;7;8;0;0;0;0;0
2020;527;405.5;2;4;1;6;9;11;0;0;1;0;1
2020;377;456.0;1;2;1;1;7;7;0;0;1;1;1
2019;587;573.0;1;1;1;4;5;9;0;0;1;0;1
2019;490;0.0;1;2;1;1;11;11;0;0;1;0;1
2020;391;0.0;1;4;1;4;7;10;0;0;0;0;1
2020;391;0.0;2;1;1;3;7;7;0;0;1;0;1
2020;525;437.5;1;2;1;6;10;10;0;1;1;0;1
2020;501;462.5;1;1;1;4;10;8;0;0;1;0;1
2020;577;462.5;1;2;1;8;11;11;0;0;0;0;0
2020;519;316.0;1;1;1;8;7;5;0;1;1;0;0
2020;760;549.5;2;2;1;10;11;11;0;0;1;0;0
2019;538;0.0;2;1;1;7;5;7;1;0;0;0;0
2020;689;515.5;1;1;1;2;10;9;0;0;1;0;0
2019;544;489.5;2;1;1;3;5;10;0;0;1;0;0
2020;559;444.0;1;1;1;9;7;7;0;0;1;0;1
2020;613;569.5;2;1;1;3;10;11;0;0;0;0;1
2020;528;399.0;1;1;1;7;10;10;0;0;0;0;1
2020;377;385.5;2;1;1;2;5;7;0;0;0;0;0
2019;535;408.5;2;1;1;4;11;8;0;1;1;0;0
2020;550;447.5;2;1;1;4;6;7;0;1;1;0;0
2019;479;529.5;1;1;1;7;11;10;0;0;1;0;0
2020;603;457.5;2;2;2;4;10;7;0;0;1;0;0
2020;403;330.5;1;1;2;2;10;9;0;0;1;1;1
2020;428;0.0;2;1;1;2;5;5;0;1;0;1;0
2020;441;0.0;2;2;1;2;5;5;0;0;0;0;0
2020;663;635.0;1;2;1;10;10;10;0;0;1;0;0
2020;541;465.0;2;1;1;7;7;9;0;0;1;0;1
2019;635;527.0;2;2;1;1;7;7;0;0;0;0;0
2019;581;536.0;1;1;1;3;7;9;0;0;1;0;0
2020;460;400.0;1;1;1;3;9;7;0;0;1;0;0
2019;556;422.5;2;2;1;2;7;7;0;1;0;0;1
2020;674;567.0;2;1;1;4;7;10;0;0;1;0;0
2020;652;606.0;1;1;1;3;5;5;0;0;0;0;1
2019;581;585.0;1;1;1;1;7;10;0;0;1;0;1
2020;474;480.5;1;2;1;8;5;9;0;1;1;0;0
2019;559;555.5;1;1;1;4;9;10;0;0;1;0;0
2020;577;0.0;2;1;1;5;5;7;0;0;1;0;0
2019;613;608.0;1;1;1;3;8;7;1;0;1;0;0
2020;555;516.5;1;2;1;4;7;7;0;0;1;0;0
2020;523;323.5;2;1;1;7;5;7;0;0;1;0;0
2020;506;418.0;2;1;1;2;9;7;0;0;1;0;0
2020;663;647.0;2;1;1;6;11;12;0;0;1;0;1
2020;738;517.5;2;2;1;7;10;10;0;0;1;0;0
2020;631;389.5;1;1;1;6;9;7;0;0;1;0;0
2019;717;662.5;1;1;1;2;10;10;0;1;1;0;0
2020;592;525.5;1;2;1;9;9;12;0;0;1;0;1
2020;513;509.5;1;1;1;1;6;6;0;0;0;0;1
2020;717;688.0;1;1;1;9;12;12;0;0;1;0;0
2020;464;395.5;1;1;1;4;5;5;0;0;0;0;1
2020;566;505.0;2;1;1;9;11;11;0;0;0;0;1
2020;535;419.5;2;1;1;1;9;9;0;1;0;0;0
2020;706;595.5;2;1;1;3;9;7;0;0;0;0;0
2020;528;461.5;1;1;1;8;11;11;0;0;1;0;0
2020;523;0.0;1;1;1;3;7;7;0;0;0;0;0
2020;721;716.5;1;2;2;10;11;11;0;0;1;0;0
2020;513;472.0;2;2;1;9;7;7;0;0;1;0;1
2020;840;815.5;2;1;1;3;7;10;0;0;1;0;1
2020;538;485.5;1;1;1;5;7;7;0;0;0;0;0
2019;696;399.0;2;1;1;4;10;11;0;1;0;0;1
2019;562;0.0;2;1;2;1;10;7;0;0;1;0;1
2020;555;513.0;1;3;1;2;10;12;0;0;1;0;1
2020;749;704.0;1;3;2;10;11;12;0;0;1;0;1
2020;771;726.5;1;2;3;8;12;11;0;0;1;0;0
2020;753;693.5;2;2;1;9;10;11;0;0;1;0;0
2020;559;638.0;1;1;1;7;11;11;0;0;1;0;0
2020;577;537.5;1;1;2;10;10;11;0;0;0;0;0
2020;807;775.5;1;3;4;9;11;11;0;0;1;0;1
2020;653;444.0;2;1;1;2;7;7;0;1;0;0;1
2020;674;515.5;1;1;1;1;10;11;0;0;1;0;0
2020;508;0.0;2;1;1;1;7;11;0;1;1;0;0
2020;646;494.5;2;1;1;4;10;9;0;0;1;0;1
2019;495;491.0;2;1;1;3;7;12;0;0;1;0;0
2019;631;439.0;2;1;1;1;5;7;0;1;1;0;0
2020;624;586.5;2;2;1;10;9;9;0;0;1;0;0
2019;824;0.0;2;1;1;1;5;5;0;0;0;0;0
2019;577;504.5;1;1;1;9;11;11;0;0;1;0;0
2020;559;393.0;1;1;1;1;4;4;0;0;1;0;0
2019;549;543.0;1;1;1;3;5;7;0;0;1;0;1
2019;807;640.5;2;1;2;10;9;12;0;0;1;0;0
2019;807;702.5;2;2;2;9;11;11;1;0;0;0;0
2019;717;615.0;2;1;1;3;5;5;0;0;1;0;0
2019;678;493.5;2;1;1;8;7;7;0;0;1;0;0
2020;549;410.5;1;1;1;8;11;7;0;0;1;0;0
2019;609;0.0;2;1;1;4;7;7;1;0;1;0;0
2020;483;326.5;1;1;1;1;7;5;0;0;1;0;0
2019;577;525.0;2;1;2;7;11;11;0;0;0;0;1
2019;824;742.5;1;2;1;10;12;12;0;0;1;0;0
2020;589;463.0;2;1;2;1;5;7;0;1;1;0;0
2020;646;579.5;2;1;1;4;7;10;0;0;1;0;0
2020;555;372.0;1;1;1;2;5;5;0;0;1;0;0
2020;343;0.0;1;1;1;2;5;5;0;1;0;0;1
2019;642;436.5;2;3;3;1;5;9;0;1;1;0;1
2020;517;390.0;2;1;2;3;10;7;0;0;1;0;1
2020;598;688.0;1;3;1;10;12;11;0;0;1;0;0
2020;631;0.0;2;2;1;10;10;10;0;0;1;0;0
2020;624;0.0;2;1;1;2;5;7;0;0;0;0;0
2020;535;0.0;1;1;1;5;5;5;0;1;0;0;1
2020;556;420.5;1;1;1;1;5;5;0;1;0;0;0
2020;528;393.0;1;1;1;8;7;9;0;0;1;0;1
2020;667;597.5;1;2;1;10;10;10;0;0;1;0;0
2020;472;466.5;2;1;1;2;10;7;0;0;1;0;0
2019;515;422.5;2;1;1;8;5;5;0;1;1;0;0
2019;501;592.0;1;1;1;9;12;10;1;0;1;0;1
2019;513;496.5;2;1;2;5;7;7;0;0;0;0;0
2020;771;680.5;2;2;1;10;11;11;0;0;1;0;0
2020;753;686.0;2;1;2;6;11;12;0;0;1;0;1
2020;523;392.0;1;2;1;1;11;11;0;0;1;0;1
2019;460;548.0;2;1;1;9;11;11;0;0;1;0;0
2020;646;444.5;2;1;1;1;5;7;0;0;1;0;0
2020;635;384.0;2;1;2;4;11;11;0;0;1;0;0
2019;732;574.5;1;1;1;3;7;7;0;0;1;0;0
2020;587;580.5;2;2;3;10;10;12;0;0;1;0;1
2019;609;583.5;2;1;2;7;11;11;0;0;0;0;0
2019;513;511.0;1;2;1;9;9;10;0;0;1;0;0
2020;593;0.0;1;1;1;7;7;7;0;1;1;0;0
2020;592;513.0;2;2;1;8;11;11;0;0;1;0;0
2020;684;697.5;1;2;2;10;12;11;0;0;1;0;0
2020;544;600.0;1;1;1;4;10;10;0;0;1;0;1
2020;631;601.5;1;1;1;5;8;8;0;0;1;0;0
2020;603;440.5;1;1;1;9;10;11;0;0;1;0;0
2020;513;347.5;1;1;1;1;7;9;0;0;1;0;0
2020;667;479.5;1;1;1;9;12;7;0;0;1;0;0
2019;570;503.0;2;1;1;5;11;12;0;0;0;0;0
2020;449;526.5;1;1;1;1;5;6;0;0;1;0;1
2019;603;451.0;1;1;2;3;9;10;0;0;1;0;0
2020;620;548.5;2;1;3;3;7;7;0;0;1;0;0
2020;684;541.5;2;1;2;1;4;4;0;0;1;0;1
2019;467;442.0;2;2;1;6;8;8;0;0;0;0;0
2019;414;417.0;1;1;1;1;7;7;0;0;1;0;0
2019;706;537.5;2;2;2;4;6;5;0;0;0;0;1
2020;439;393.0;1;1;1;3;7;7;0;1;1;0;0
2019;549;577.5;1;1;1;8;5;11;0;0;1;0;0
2019;663;475.5;2;1;1;3;11;10;0;0;1;0;0
2019;624;563.5;2;2;2;8;11;10;0;0;1;0;1
2019;635;606.5;1;1;1;8;8;11;0;0;1;0;0
2020;495;366.5;1;1;1;4;10;10;0;0;0;0;0
2019;678;654.0;1;1;1;8;7;7;1;0;0;0;1
2020;668;487.5;1;1;1;3;11;7;0;1;0;0;0
2019;624;546.5;2;1;1;6;7;11;0;0;1;0;0
2020;508;0.0;2;1;1;10;5;5;0;1;0;0;0
2019;513;569.5;2;1;2;4;11;9;0;0;1;0;1
2020;467;0.0;1;1;1;4;9;7;0;0;1;0;0
2019;727;544.5;2;1;1;9;10;6;0;0;0;0;0
2020;771;664.5;1;2;1;8;10;11;0;0;1;0;0
2020;695;678.5;1;2;1;10;11;12;0;0;1;0;0
2020;437;407.5;2;1;2;9;5;7;0;0;1;0;1
2020;417;377.0;1;1;3;4;7;5;0;1;1;0;0
2020;458;0.0;2;1;1;1;7;7;0;1;1;0;1
2020;592;0.0;2;1;1;7;11;7;0;0;1;0;1
2019;398;471.5;1;1;1;1;8;7;0;0;1;0;0
2020;728;378.5;2;2;1;3;5;5;0;1;0;0;0
2020;624;417.5;2;1;1;9;10;5;0;0;1;0;0
2020;635;439.0;2;1;2;1;5;7;0;0;1;0;1
2020;382;439.0;1;2;1;1;7;7;0;1;1;0;0
2020;380;356.5;2;1;1;1;5;6;0;0;0;0;1
2019;689;659.0;2;1;2;7;7;10;0;0;1;0;1
2020;391;0.0;2;1;1;2;5;7;0;0;0;0;1
2020;513;0.0;2;1;1;7;11;7;0;0;1;0;0
2020;771;638.0;2;2;1;10;12;11;0;0;1;0;0
2019;555;551.5;1;1;1;9;11;11;0;0;1;0;1
2019;592;542.0;2;1;1;2;4;8;0;0;1;0;0
2020;423;418.0;2;1;1;1;11;8;0;0;1;0;1
2020;646;424.0;1;1;1;5;8;10;0;0;1;0;0
2020;570;388.5;1;1;2;8;8;10;0;0;1;0;1
2020;456;367.5;2;1;2;7;7;8;0;0;0;0;1
2020;635;523.5;2;2;1;3;10;9;0;0;1;0;0
2020;456;408.5;1;1;1;1;7;7;0;0;0;1;1
2019;538;475.0;1;1;1;7;11;11;0;0;1;0;0
2019;620;593.0;1;1;1;3;9;10;0;0;0;0;0
2020;467;558.5;1;1;1;2;10;7;0;0;1;0;0
2019;678;592.0;2;1;1;2;8;7;0;0;1;0;0
2020;674;606.5;1;1;1;1;7;9;0;0;1;0;0
2019;481;410.0;2;1;1;8;6;5;0;1;1;0;0
2019;641;580.0;2;1;1;8;10;11;0;0;1;0;0
2020;603;0.0;2;1;1;2;7;7;0;0;1;0;1
2020;472;491.0;1;2;1;9;8;7;0;0;1;0;0
2020;631;507.5;2;1;1;1;9;9;0;0;1;0;1
2020;570;475.0;2;2;1;4;12;7;0;0;1;0;0
2020;570;362.0;2;1;1;1;4;4;0;0;0;0;1
2020;717;626.5;2;2;1;8;11;11;0;0;1;0;1
2020;667;464.5;1;1;1;9;7;5;0;0;0;0;0
2019;636;584.0;2;1;1;1;9;9;0;1;1;0;0
2020;603;482.0;1;1;1;3;5;8;0;0;1;0;0
2020;562;389.5;1;1;2;8;4;7;0;0;0;0;0
2020;403;511.5;1;2;1;6;3;3;0;0;1;0;1
2020;398;0.0;1;1;1;4;10;7;0;0;1;0;0
2020;684;585.0;1;1;3;10;11;12;0;0;1;0;0
2020;549;384.0;1;1;1;1;4;4;0;0;1;0;1
2020;346;0.0;1;1;1;4;10;9;0;0;1;0;1
2020;538;362.5;1;1;1;1;7;7;0;0;1;0;1
2020;749;614.0;2;2;1;10;11;11;0;0;1;0;1
2020;613;518.5;2;1;1;3;9;9;0;0;1;0;1
2020;678;652.0;2;1;1;3;11;11;0;0;0;0;0
2020;598;681.0;1;2;1;10;12;11;0;0;1;0;0
2020;796;648.0;2;2;1;10;11;12;0;0;1;0;0
2019;567;528.0;2;1;2;8;7;7;0;1;0;0;1
2020;721;497.0;2;1;1;6;10;9;0;0;0;0;1
2019;710;0.0;1;1;1;8;7;7;0;0;0;0;1
2020;403;376.0;2;1;2;8;10;10;0;0;0;0;1
2020;613;464.5;2;1;1;9;11;11;0;0;1;0;0
2020;570;461.5;1;1;1;2;10;5;0;0;0;0;0
2020;631;557.5;1;1;1;3;11;6;0;0;1;0;0
2020;555;0.0;1;1;1;1;9;5;0;0;0;1;0
2019;513;487.0;1;1;1;1;7;7;1;0;1;0;0
2020;523;568.0;1;2;1;9;11;11;0;0;0;0;0
2020;523;450.5;2;1;1;4;9;11;0;0;1;0;1
2019;570;499.5;2;1;1;6;10;11;0;0;1;0;1
2020;556;494.5;2;2;1;7;8;7;0;0;1;0;1
2020;504;0.0;2;1;1;9;5;10;0;1;1;0;0
2020;609;439.0;2;1;1;3;11;10;0;0;1;0;1
2020;534;432.0;1;1;2;10;6;6;0;0;1;0;1
2019;738;637.0;1;1;1;1;4;4;0;0;0;0;0
2020;710;690.5;1;1;1;1;10;5;0;0;1;0;0
2019;529;0.0;2;1;1;2;7;7;0;1;0;0;0
